year,month,ch4,ch4_anomaly
1994.3333333333333,5,1740.65,16.046175080355624
1994.4166666666667,6,1736.88,15.717090592329441
1994.5,7,1732.4,15.905412851473102
1994.5833333333333,8,1734.08,14.730175836639319
1994.6666666666667,9,1742.88,16.131129838212473
1994.75,10,1749.75,17.96298301056595
1994.8333333333333,11,1751.24,18.474375388265116
1994.9166666666667,12,1751.61,19.52903195310614
1995.0,1,1751.13,20.21547497501433
1995.0833333333333,2,1749.5,18.92910028900951
1995.1666666666667,3,1748.99,17.59921319179216
1995.25,4,1749.43,17.558558463660802
1995.3333333333333,5,1747.66,17.297333009210206
1995.4166666666667,6,1742.81,16.007235191631935
1995.5,7,1740.16,17.8951438295137
1995.5833333333333,8,1743.6,18.434142289924694
1995.6666666666667,9,1749.77,17.20787807579427
1995.75,10,1754.33,16.731415876622123
1995.8333333333333,11,1755.52,16.925919833610806
1995.9166666666667,12,1753.86,15.969760419196291
1996.0,1,1752.24,15.549460065362155
1996.0833333333333,2,1752.75,16.413079707208453
1996.1666666666667,3,1752.21,15.056514058821449
1996.25,4,1749.6,11.964875617862617
1996.3333333333333,5,1748.31,12.18849093806466
1996.4166666666667,6,1746.03,13.58737979093462
1996.5,7,1742.05,14.014874807554179
1996.5833333333333,8,1744.31,13.328108743210123
1996.6666666666667,9,1752.63,14.25462631337632
1996.75,10,1758.88,15.46984874267855
1996.8333333333333,11,1760.04,15.617464278956504
1996.9166666666667,12,1756.92,13.220488885284794
1997.0,1,1753.39,10.923445155711988
1997.0833333333333,2,1753.86,11.757059125409114
1997.1666666666667,3,1755.67,12.753814925848928
1997.25,4,1755.54,12.141192772064642
1997.3333333333333,5,1753.81,11.929648866919251
1997.4166666666667,6,1750.07,11.98752439023906
1997.5,7,1746.05,12.244605785594786
1997.5833333333333,8,1747.77,10.972075196495553
1997.6666666666667,9,1754.97,10.781374550958162
1997.75,10,1760.27,11.04828160873467
1997.8333333333333,11,1761.72,11.469008724300465
1997.9166666666667,12,1761.9,12.391217351373143
1998.0,1,1761.47,13.227430246061658
1998.0833333333333,2,1761.47,13.601038543608183
1998.1666666666667,3,1762.96,14.281115792878154
1998.25,4,1764.71,15.547509926264865
1998.3333333333333,5,1764.25,16.610806795775716
1998.4166666666667,6,1760.32,16.597668989541717
1998.5,7,1756.15,16.57433676363553
1998.5833333333333,8,1760.21,17.596041649781
1998.6666666666667,9,1770.66,20.65812278854014
1998.75,10,1776.22,21.18671447479096
1998.8333333333333,11,1775.48,19.400553169646173
1998.9166666666667,12,1774.04,18.721945817461346
1999.0,1,1773.79,19.771415336411337
1999.0833333333333,2,1773.89,20.255017961807198
1999.1666666666667,3,1774.57,20.128416659905497
1999.25,4,1774.97,20.043827080466826
1999.3333333333333,5,1772.66,19.26196472463039
1999.4166666666667,6,1767.33,17.967813588844365
1999.5,7,1762.94,17.5940677416761
1999.5833333333333,8,1764.63,16.200008103068285
1999.6666666666667,9,1770.99,15.174871026121991
1999.75,10,1776.6,15.755147340847088
1999.8333333333333,11,1778.56,16.652097614989998
1999.9166666666667,12,1777.24,16.112674283549723
2000.0,1,1775.53,15.73540042675927
2000.0833333333333,2,1775.45,16.048997380007904
2000.1666666666667,3,1776.5,16.295717526934823
2000.25,4,1777.22,16.530144234668796
2000.3333333333333,5,1774.58,15.423122653484825
2000.4166666666667,6,1768.12,13.117958188146986
2000.5,7,1763.46,12.343798719716688
2000.5833333333333,8,1765.46,11.213974556353605
2000.6666666666667,9,1772.02,10.391619263703888
2000.75,10,1777.08,10.423580206903353
2000.8333333333333,11,1777.73,9.993642060335787
2000.9166666666667,12,1775.31,8.373402749639808
2001.0,1,1772.87,7.299385517108931
2001.0833333333333,2,1772.52,7.352976798206782
2001.1666666666667,3,1773.65,7.683018393964176
2001.25,4,1773.88,7.426461388870848
2001.3333333333333,5,1770.88,5.9642805823395975
2001.4166666666667,6,1766.09,5.448102787451489
2001.5,7,1763.02,6.13352969775724
2001.5833333333333,8,1764.52,4.457941009638944
2001.6666666666667,9,1770.44,2.998367501285884
2001.75,10,1775.48,3.0120130729596895
2001.8333333333333,11,1776.59,3.025186505679585
2001.9166666666667,12,1775.93,3.1841312157282573
2002.0,1,1774.1,2.7533706074586917
2002.0833333333333,2,1772.82,1.8869562164056788
2002.1666666666667,3,1773.4,1.6703192609916186
2002.25,4,1772.76,0.5427785430708809
2002.3333333333333,5,1770.31,-0.3645614888041564
2002.4166666666667,6,1766.89,0.6082473867543285
2002.5,7,1764.21,1.553260675797901
2002.5833333333333,8,1766.87,0.9919074629242459
2002.6666666666667,9,1773.66,0.4051157388678348
2002.75,10,1778.25,-0.029554060984082753
2002.8333333333333,11,1779.51,0.11673095102537445
2002.9166666666667,12,1779.65,1.0948596818166152
2003.0,1,1777.53,0.407355697808498
2003.0833333333333,2,1774.83,-1.8690643653935695
2003.1666666666667,3,1774.84,-2.652379871979292
2003.25,4,1775.81,-2.1709043027271946
2003.3333333333333,5,1774.46,-1.9734035599494746
2003.4166666666667,6,1771.67,-0.25160801394304144
2003.5,7,1770.71,2.2829916538385078
2003.5833333333333,8,1774.32,2.6258739162115035
2003.6666666666667,9,1780.55,1.48186397645145
2003.75,10,1784.68,0.5888788050722269
2003.8333333333333,11,1785.29,0.06827539636924485
2003.9166666666667,12,1783.53,-0.8344118520951724
2004.0,1,1780.68,-2.2186592118434874
2004.0833333333333,2,1779.67,-2.795084947194482
2004.1666666666667,3,1780.94,-2.3150790049498937
2004.25,4,1780.87,-2.874587148525279
2004.3333333333333,5,1777.62,-4.572245631095029
2004.4166666666667,6,1772.24,-5.321463414640448
2004.5,7,1768.04,-6.157277368120958
2004.5833333333333,8,1769.82,-7.6901596305031035
2004.6666666666667,9,1775.53,-9.351387785966608
2004.75,10,1779.75,-10.15268832887159
2004.8333333333333,11,1780.51,-10.540180158285011
2004.9166666666667,12,1778.26,-11.913683386006824
2005.0,1,1776.14,-12.534674121493708
2005.0833333333333,2,1775.74,-12.491105528995604
2005.1666666666667,3,1775.58,-13.437778137922578
2005.25,4,1774.79,-14.718269994323236
2005.3333333333333,5,1772.51,-15.441087702240338
2005.4166666666667,6,1768.79,-14.411318815336017
2005.5,7,1766.41,-13.557546390080233
2005.5833333333333,8,1768.18,-15.146193177217583
2005.6666666666667,9,1773.23,-17.46463954838464
2005.75,10,1778.57,-17.14425546281541
2005.8333333333333,11,1781.26,-15.618635712941114
2005.9166666666667,12,1780.26,-15.722954919918493
2006.0,1,1779.52,-14.930689031144084
2006.0833333333333,2,1779.47,-14.527126110796644
2006.1666666666667,3,1777.39,-17.390477270893143
2006.25,4,1776.12,-19.15195284012316
2006.3333333333333,5,1774.92,-18.789929773383847
2006.4166666666667,6,1769.22,-19.621174216033296
2006.5,7,1764.16,-21.577815412039627
2006.5833333333333,8,1767.26,-21.882226723932263
2006.6666666666667,9,1774.58,-21.927891310802806
2006.75,10,1778.23,-23.29582259675908
2006.8333333333333,11,1779.04,-23.667091267595424
2006.9166666666667,12,1779.92,-21.87222645382826
2007.0,1,1779.2,-21.026703940794278
2007.0833333333333,2,1778.6,-21.163146692596
2007.1666666666667,3,1780.24,-20.303176403863972
2007.25,4,1781.12,-19.91563568592119
2007.3333333333333,5,1779.49,-19.97877184452932
2007.4166666666667,6,1775.6,-18.881029616730757
2007.5,7,1772.59,-18.918084433999184
2007.5833333333333,8,1777.21,-17.748260270646824
2007.6666666666667,9,1785.86,-16.46114307322091
2007.75,10,1789.84,-17.497389730702935
2007.8333333333333,11,1789.54,-18.995546822251526
2007.9166666666667,12,1788.19,-19.41149798773995
2008.0,1,1786.7,-19.302718850446354
2008.0833333333333,2,1785.81,-19.719167274397023
2008.1666666666667,3,1786.16,-20.145875536836456
2008.25,4,1786.89,-19.90931853171901
2008.3333333333333,5,1785.21,-20.0176139156747
2008.4166666666667,6,1780.45,-19.670885017427963
2008.5,7,1777.64,-19.638353455958395
2008.5833333333333,8,1781.07,-19.704293817359712
2008.6666666666667,9,1787.65,-20.484394835638795
2008.75,10,1793.66,-19.488956864646525
2008.8333333333333,11,1797.32,-17.044002376905837
2008.9166666666667,12,1796.59,-16.820769521651755
2009.0,1,1795.07,-16.70873376009672
2009.0833333333333,2,1795.6,-15.695187856198118
2009.1666666666667,3,1795.94,-16.12857466980722
2009.25,4,1795.56,-17.003001377519013
2009.3333333333333,5,1792.41,-18.576455986820065
2009.4166666666667,6,1786.93,-18.83074041812347
2009.5,7,1785.02,-18.028622477917907
2009.5833333333333,8,1788.92,-17.670327364074183
2009.6666666666667,9,1794.82,-19.127646598057026
2009.75,10,1798.0,-20.96052399859036
2009.8333333333333,11,1797.88,-22.312457931559948
2009.9166666666667,12,1796.67,-22.55004105556327
2010.0,1,1797.11,-20.444748669747014
2010.0833333333333,2,1798.78,-18.281208437997293
2010.1666666666667,3,1799.46,-18.371273802777978
2010.25,4,1799.59,-18.73668422331707
2010.3333333333333,5,1797.64,-19.105298057963637
2010.4166666666667,6,1792.45,-18.95059581882083
2010.5,7,1789.42,-19.39889149987721
2010.5833333333333,8,1794.12,-18.28636091078897
2010.6666666666667,9,1801.87,-17.89089836047515
2010.75,10,1806.6,-18.172091132534206
2010.8333333333333,11,1807.01,-19.010913486216168
2010.9166666666667,12,1803.28,-21.74931258947504
2011.0,1,1800.04,-23.290763579399027
2011.0833333333333,2,1800.04,-22.78722901979836
2011.1666666666667,3,1801.03,-22.5639729357506
2011.25,4,1802.83,-21.26036706911509
2011.3333333333333,5,1803.17,-19.334140129109073
2011.4166666666667,6,1799.07,-17.97045121951828
2011.5,7,1796.14,-18.449160521836575
2011.5833333333333,8,1799.07,-19.152394457503533
2011.6666666666667,9,1804.23,-21.344150122893097
2011.75,10,1809.68,-20.903658266477805
2011.8333333333333,11,1812.37,-19.47936904087055
2011.9166666666667,12,1810.04,-20.7985841233849
2012.0,1,1807.4,-21.706778489049157
2012.0833333333333,2,1808.35,-20.243249601599473
2012.1666666666667,3,1810.06,-19.296672068721364
2012.25,4,1808.5,-21.35404991491305
2012.3333333333333,5,1804.78,-23.482982200254582
2012.4166666666667,6,1800.99,-21.690306620213732
2012.5,7,1799.37,-20.989429543796177
2012.5833333333333,8,1803.33,-20.70842800421633
2012.6666666666667,9,1810.18,-21.20740188531113
2012.75,10,1814.85,-21.545225400421714
2012.8333333333333,11,1815.96,-21.71782459552651
2012.9166666666667,12,1814.58,-22.067855657296604
2013.0,1,1814.05,-20.83279339869955
2013.0833333333333,2,1814.14,-20.21927018339852
2013.1666666666667,3,1813.26,-21.859371201692056
2013.25,4,1812.84,-22.77773276071298
2013.3333333333333,5,1811.94,-22.08182427139991
2013.4166666666667,6,1808.57,-19.750162020911148
2013.5,7,1805.97,-20.159698565755434
2013.5833333333333,8,1808.54,-21.3144615509309
2013.6666666666667,9,1814.24,-22.96065364772926
2013.75,10,1818.49,-23.716792534365368
2013.8333333333333,11,1820.34,-23.16628015018091
2013.9166666666667,12,1819.33,-23.127127191208274
2014.0,1,1816.8,-23.858808308349808
2014.0833333333333,2,1816.33,-23.795290765199752
2014.1666666666667,3,1818.09,-22.792070334664686
2014.25,4,1820.88,-20.501415606510818
2014.3333333333333,5,1821.89,-17.890666342543454
2014.4166666666667,6,1818.28,-15.680017421608454
2014.5,7,1815.52,-16.379967587714873
2014.5833333333333,8,1819.71,-15.960495097645435
2014.6666666666667,9,1826.8,-16.21390541014739
2014.75,10,1831.17,-16.848359668309058
2014.8333333333333,11,1833.02,-16.31473570483695
2014.9166666666667,12,1833.54,-14.726398725119907
2015.0,1,1833.08,-13.354823218001911
2015.0833333333333,2,1832.92,-12.971311347000665
2015.1666666666667,3,1833.21,-13.434769467635306
2015.25,4,1833.18,-13.965098452308894
2015.3333333333333,5,1831.55,-13.989508413689009
2015.4166666666667,6,1827.12,-12.479872822305879
2015.5,7,1824.6,-13.070236609674339
2015.5833333333333,8,1829.02,-12.466528644360096
2015.6666666666667,9,1836.23,-12.597157172565403
2015.75,10,1841.48,-12.349926802252867
2015.8333333333333,11,1844.61,-10.553191259491314
2015.9166666666667,12,1844.77,-9.305670259031558
2016.0,1,1842.44,-9.770838127652041
2016.0833333333333,2,1841.65,-10.007331928799886
2016.1666666666667,3,1843.01,-9.39746860060609
2016.25,4,1843.75,-9.158781298106987
2016.3333333333333,5,1842.14,-9.158350484834273
2016.4166666666667,6,1837.81,-7.429728223001348
2016.5,7,1834.16,-9.28050563163356
2016.5833333333333,8,1836.71,-10.592562191074649
2016.6666666666667,9,1844.17,-10.470408934983425
2016.75,10,1849.86,-9.781493936196739
2016.8333333333333,11,1851.45,-9.54164681414727
2016.9166666666667,12,1851.05,-8.834941792943255
2017.0,1,1849.68,-8.30685303730229
2017.0833333333333,2,1848.39,-9.033352510600935
2017.1666666666667,3,1848.17,-10.000167733578564
2017.25,4,1848.54,-10.132464143906873
2017.3333333333333,5,1847.15,-9.907192555979691
2017.4166666666667,6,1842.92,-7.959583623698563
2017.5,7,1840.38,-8.830774653592925
2017.5833333333333,8,1844.65,-8.468595737787382
2017.6666666666667,9,1852.73,-7.723660697401556
2017.75,10,1857.99,-7.463061070140384
2017.8333333333333,11,1858.53,-8.290102368801627
2017.9166666666667,12,1856.51,-9.184213326853069
2018.0,1,1854.43,-9.332867946952547
2018.0833333333333,2,1854.97,-8.219373092402066
2018.1666666666667,3,1856.86,-7.072866866549475
2018.25,4,1856.7,-7.736146989704821
2018.3333333333333,5,1854.84,-7.976034627123454
2018.4166666666667,6,1852.01,-4.509439024395988
2018.5,7,1849.09,-5.89104367555251
2018.5833333333333,8,1851.94,-6.994629284502025
2018.6666666666667,9,1860.47,-5.796912459819623
2018.75,10,1865.75,-5.514628204084147
2018.8333333333333,11,1866.28,-6.368557923457729
2018.9166666666667,12,1866.03,-5.473484860764756
2019.0,1,1864.99,-4.548882856604678
2019.0833333333333,2,1865.03,-3.9253936742031783
2019.1666666666667,3,1866.31,-3.3855659995219867
2019.25,4,1865.34,-4.859829835502978
2019.3333333333333,5,1861.97,-6.604876698268754
2019.4166666666667,6,1858.56,-3.599294425093376
2019.5,7,1857.99,-2.761312697511812
2019.5833333333333,8,1862.9,-1.8506628312165958
2019.6666666666667,9,1870.8,-1.2801642222377723
2019.75,10,1875.4,-1.676195338029629
2019.8333333333333,11,1875.62,-2.857013478112094
2019.9166666666667,12,1874.62,-2.6927563946765076
2020.0,1,1872.9,-2.414897766254853
2020.0833333333333,2,1872.29,-2.4314142560024266
2020.1666666666667,3,1874.38,-1.078265132492561
2020.25,4,1875.79,-0.17351268130278186
2020.3333333333333,5,1874.41,0.07628123058589154
2020.4166666666667,6,1871.96,4.160850174211191
2020.5,7,1871.47,4.948418280528813
2020.5833333333333,8,1876.41,5.843303622068788
2020.6666666666667,9,1884.56,6.666584015344142
2020.75,10,1889.97,7.082237528026553
2020.8333333333333,11,1891.48,7.17453096723375
2020.9166666666667,12,1890.98,7.85797207141195
2021.0,1,1888.61,7.5190873240946985
2021.0833333333333,2,1886.65,6.162565162196643
2021.1666666666667,3,1887.99,6.769035734536601
2021.25,4,1890.8,9.072804472899179
2021.3333333333333,5,1891.29,11.197439159440364
2021.4166666666667,6,1888.07,14.630994773513748
2021.5,7,1885.98,13.68814925856941
2021.5833333333333,8,1892.33,15.947270075355846
2021.6666666666667,9,1902.43,18.723332252926184
2021.75,10,1907.9,19.200670394082863
2021.8333333333333,11,1909.23,19.096075412577648
2021.9166666666667,12,1907.97,19.03870053750029
2022.0,1,1906.32,19.453072414444478
2022.0833333333333,2,1906.41,20.156544580395575
2022.1666666666667,3,1907.77,20.786336601564017
2022.25,4,1908.84,21.349121627101113
2022.3333333333333,5,1907.49,21.63859708829682
2022.4166666666667,6,1904.82,25.741139372816406
2022.5,7,1903.99,25.927880236610008
2022.5833333333333,8,1908.33,26.13123652864124
2022.6666666666667,9,1915.04,25.520080490508008
2022.75,10,1919.43,24.91910326013908
2022.8333333333333,11,1922.13,26.167619857923455
2022.9166666666667,12,1921.96,27.21942900358863
2023.0,1,1919.9,27.257057504792556
2023.0833333333333,2,1918.92,26.900523998596327
2023.1666666666667,3,1918.74,25.993637468593306
2023.25,4,1919.8,26.54543878130312
2023.3333333333333,5,1919.23,27.61975501715142
2023.4166666666667,6,1915.1,30.381283972119036
2023.5,7,1913.03,29.19761121465058
2023.5833333333333,8,1916.84,28.825202981926623
2023.6666666666667,9,1924.54,29.20682872809175
2023.75,10,1930.29,29.967536126195228
2023.8333333333333,11,1931.64,29.849164303267344
2023.9166666666667,12,1931.14,30.590157469678843
2024.0,1,1928.32,29.901042595142144
2024.0833333333333,2,1925.92,28.13450341679527
2024.1666666666667,3,1927.4,28.89093833562265
2024.25,4,1928.86,29.841755935503215
2024.3333333333333,5,1925.71,28.34091294600603
2024.4166666666667,6,1921.25,30.891428571423603
2024.5,7,1920.37,30.767342192691103
2024.5833333333333,8,1925.21,31.379169435212134
2024.6666666666667,9,1934.81,33.663576965673656
2024.75,10,1941.02,34.88596899225149
2024.8333333333333,11,1940.01,32.39070874861295
2024.9166666666667,12,1937.29,30.930885935767037
2025.0,1,1935.21,31.015027685491987
2025.0833333333333,2,1933.76,30.20848283499413
2025.1666666666667,3,1933.68,29.408239202650066
2025.25,4,1934.63,29.848073089705395
2025.3333333333333,5,1933.54,30.412070874860547
